index,genres,id,keywords,original_language,original_title,popularity,tagline,title,vote_average,vote_count,cast,director
2187,Drama Crime Thriller,470,life and death transplantation suicide attempt desperation loss of family,en,21 Grams,32.243357,How much does life weigh?,21 Grams,7.2,918,Sean Penn Naomi Watts Benicio del Toro Danny Huston Carly Nahon,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
2188,Action Drama Thriller,15644,independent film,en,Paparazzi,9.149089,One good shot deserves another.,Paparazzi,5.8,52,Cole Hauser Robin Tunney Dennis Farina Daniel Baldwin Tom Sizemore,Paul Abascal
2189,Comedy Romance,9582,infidelity bachelor blackmail fantasy truth,en,A Guy Thing,5.596835,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,5.3,83,Jason Lee Julia Stiles Selma Blair James Brolin Shawn Hatosy,Chris Koch
2190,Drama Comedy Romance Family,10642,college lost and found older brother younger sister woman director young adult,en,Loser,5.214408,Dare to be different.,Loser,5,120,Jason Biggs Mena Suvari Zak Orth Thomas Sadoski Jimmi Simpson,Amy Heckerling
2191,Documentary,22074,usa capitalism capitalist wall street criticism and blame,en,Capitalism: A Love Story,10.50098,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,7,167,Michael Moore Thora Birch William Black Elijah Cummings Baron Hill,Michael Moore
2193,Crime Drama Mystery,290751,fbi missing child,en,Secret in Their Eyes,15.012237,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,336,Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Lyndon Smith,Billy Ray
2194,Action Comedy,13805,natural disaster violence mortal danger duringcreditsstinger,en,Disaster Movie,16.238961,Your favorite movies are going to be destroyed.,Disaster Movie,3,240,Matt Lanter Vanessa Lachey Nicole Ari Parker Crista Flanagan Gary 'G. Thang' Johnson,Jason Friedberg
2195,Action Crime Drama Thriller,4597,robbery homeless person bank armored car truck,en,Armored,15.21229,Who will be the last man standing?,Armored,5.5,208,Columbus Short Laurence Fishburne Skeet Ulrich Amaury Nolasco Matt Dillon,Nimr\u00f3d Antal
2196,Comedy Thriller Crime Action,9414,london england bomb brother brother relationship helicopter based on novel,en,The Man Who Knew Too Little,6.397042,"He’s on a mission so secret, even he doesn’t know about it.",The Man Who Knew Too Little,6.5,125,Bill Murray Peter Gallagher Joanne Whalley Alfred Molina Richard Wilson,Jon Amiel
2197,Comedy Romance,63492,based on novel loser magazine womanizer mission,en,What's Your Number?,19.220789,Ally's looking for the best ex of her life.,What's Your Number?,6.2,671,Chris Evans Anna Faris Martin Freeman Chris Pratt Ari Graynor,Mark Mylod
2198,Action Thriller Science Fiction,81796,usa president anti hero dementia future space,en,Lockout,35.232278,Take no prisoners.,Lockout,5.8,715,Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare,Stephen St. Leger
2199,Comedy,10710,jealousy inventor neighbor best friend milliionaire,en,Envy,9.842771,"Success didn’t go to his head, it went to his neighbor.",Envy,4.8,139,Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler,Barry Levinson
2200,Action Thriller Crime,15092,female nudity prostitute horse race heart strip club,en,Crank: High Voltage,35.542809,"Stay Charged, Stay Alive!",Crank: High Voltage,5.9,861,Jason Statham Amy Smart Dwight Yoakam Efren Ramirez Julanne Chidi Hill,Brian Taylor
2202,Drama,15005,based on novel persia queen esther,en,One Night with the King,3.476925,Feel The Touch Of Destiny,One Night with the King,6.1,12,Tiffany Dupont Peter O'Toole Luke Goss John Noble Omar Sharif,Michael O. Sajbel
2204,Comedy Drama,6963,new york chicago midlife crisis television daughter,en,The Weather Man,14.031377,Dave Spritz is about to take his best shot . . . at life,The Weather Man,6,289,Nicolas Cage Michael Caine Hope Davis Gemmenne de la Pe\u00f1a Nicholas Hoult,Gore Verbinski
2205,Action Adventure Drama Thriller,15070,sport,en,Undisputed,17.227376,Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,6.1,139,Wesley Snipes Ving Rhames Peter Falk Michael Rooker Jon Seda,Walter Hill
2206,Comedy Fantasy Romance,12797,dying and death misanthrope lecture cardiopulmonery resuscitation,en,Ghost Town,17.98817,He sees dead people... and they annoy him.,Ghost Town,6.4,286,Ricky Gervais Greg Kinnear T\u00e9a Leoni Billy Campbell Jordan Carlos,David Koepp
2207,Action Adventure Drama Thriller,17134,police cops cat and mouse family revenge drama,en,12 Rounds,15.66135,Survive all 12,12 Rounds,5.7,220,John Cena Aidan Gillen Ashley Scott Steve Harris Brian J. White,Renny Harlin
2208,Drama Horror Mystery,41402,vampire child vampire remake bully young boy,en,Let Me In,19.705311,Innocence dies. Abby doesn't.,Let Me In,6.7,641,Kodi Smit-McPhee Chlo\u00eb Grace Moretz Richard Jenkins Elias Koteas Sasha Barrese,Matt Reeves
2209,Adventure Action Comedy Family,18885,underdog hero friendship treasure hunt friends,en,3 Ninjas Kick Back,2.645722,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,4.5,48,Victor Wong Max Elliott Slade Sean Fox J. Evan Bonifant Caroline Junko King,Charles T. Kanganis
2210,Drama Comedy,4953,camcorder videoband delusion nuclear power plant video store,en,Be Kind Rewind,17.662683,"You name it, we shoot it.",Be Kind Rewind,6.2,424,Jack Black Yasiin Bey Danny Glover Mia Farrow Marcus Carl Franklin,Michel Gondry
2212,Action Thriller,146198,heist betrayal dirty cop,en,Triple 9,29.371987,The Code on the Street is Never Black & White,Triple 9,5.6,797,Casey Affleck Chiwetel Ejiofor Woody Harrelson Kate Winslet Anthony Mackie,John Hillcoat
2213,Comedy Drama,2639,new york writer's block insanity independent film author,en,Deconstructing Harry,11.352693,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,Deconstructing Harry,7.3,187,Woody Allen Kirstie Alley Billy Crystal Judy Davis Caroline Aaron,Woody Allen
2214,Comedy Romance,10563,gay dance architect artist tango,en,Three to Tango,7.553773,All's fair in the war of love.,Three to Tango,5.4,62,Matthew Perry Neve Campbell Dylan McDermott Oliver Platt Cylk Cozart,Damon Santostefano
2215,Drama,295964,london england cook restaurant diva career,en,Burnt,30.477114,Never underestimate a man with everything to lose.,Burnt,6.3,950,Bradley Cooper Sienna Miller Lily James Alicia Vikander Uma Thurman,John Wells
2216,Comedy Crime Drama,5971,prison prisoner independent film,en,We're No Angels,9.927018,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,We're No Angels,5.6,105,Robert De Niro Sean Penn Demi Moore Hoyt Axton Bruno Kirby,Neil Jordan
2218,Action Crime Drama Thriller,11835,loss of son repayment revenge murder gang,en,Death Sentence,12.643703,Protect what's yours.,Death Sentence,6.5,297,Kevin Bacon Garrett Hedlund Kelly Preston Jordan Garrett John Goodman,James Wan
2219,Drama,26171,family relationships doctor retired visit widower,en,Everybody's Fine,15.440465,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,284,Robert De Niro Drew Barrymore Kate Beckinsale Sam Rockwell Melissa Leo,Kirk Jones
2220,Comedy Family,31117,baby baseball scientific study computer genius,en,Superbabies: Baby Geniuses 2,5.886228,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,1.9,35,Jon Voight Scott Baio Vanessa Angel Skyler Shaye Whoopi Goldberg,Bob Clark
2221,Action Comedy Crime,9074,mistake in person false identity arms dealer cop police officer,en,The Man,6.925645,One guy walks the walk. The other talks and talks.,The Man,5.4,133,Samuel L. Jackson Eugene Levy Luke Goss Miguel Ferrer Susie Essman,Les Mayfield
2223,Comedy,15673,gay drag queen mistaken identity,en,Connie and Carla,6.102663,"When you follow your dream, there's no telling what you'll become.",Connie and Carla,6.4,24,Nia Vardalos Toni Collette David Duchovny Stephen Spinella Alec Mapa,Michael Lembeck
2224,Comedy Drama Music Romance,42618,broken engagement charity celebrity tragic love dancehall girl,en,Sweet Charity,0.709143,Love is what it's all about!,Sweet Charity,6.5,15,"Shirley MacLaine John McMartin Ricardo Montalban Sammy Davis, Jr. Chita Rivera",Bob Fosse
2225,Comedy Romance Crime Drama Mystery,171274,based on novel 1970s private investigator smoking marijuana los angeles,en,Inherent Vice,45.742217,"Under the paving stones, the beach!",Inherent Vice,6.5,833,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston Reese Witherspoon,Paul Thomas Anderson
2227,Music Drama,109417,musical 3d,en,Battle of the Year,8.237336,The World is watching,Battle of the Year,5.9,88,Josh Holloway Josh Peck Chris Brown Laz Alonso Caity Lotz,Benson Lee
2228,Comedy Fantasy,13948,terrorist parody documentary filmmaker sattire,en,An American Carol,2.605374,Laugh like you're country depends on it.,An American Carol,4.1,20,Kevin Farley Kelsey Grammer Leslie Nielsen Trace Adkins Robert Davi,David Zucker
2229,Action Crime Thriller,106747,mexico white house nuclear missile machete outer space,en,Machete Kills,29.072964,Trained to kill. Left for dead. Back for more.,Machete Kills,5.3,631,Danny Trejo Mel Gibson Amber Heard Michelle Rodriguez Sof\u00eda Vergara,Robert Rodriguez
2230,Horror,10929,bad boss evil mother revenge humiliation obedience,en,Willard,1.322528,"When the cat's away, the rats will play.",Willard,5.8,82,Crispin Glover R. Lee Ermey Laura Harring Jackie Burroughs Ashlyn Gere,Glen Morgan
2231,Comedy,14220,tv show bigfoot,en,Strange Wilderness,4.961306,This ain't March of the Penguins.,Strange Wilderness,4.7,69,Steve Zahn Allen Covert Jonah Hill Kevin Heffernan Ashley Scott,Fred Wolf
2232,Comedy Drama Music,46435,prostitute musical biography telephone call cigar smoking,en,Topsy-Turvy,8.628519,Gilbert & Sullivan & So Much More,Topsy-Turvy,6.7,41,Allan Corduner Jim Broadbent Timothy Spall Dexter Fletcher Shirley Henderson,Mike Leigh
2233,Comedy Drama War,256962,japanese world war ii spirituality,en,Little Boy,12.232048,Believe the impossible.,Little Boy,7,185,Jakob Salvati Emily Watson Cary-Hiroyuki Tagawa Michael Rapaport David Henrie,Alejandro Monteverde
2234,Drama Thriller,48231,based on novel psychoanalysis sigmund freud biography spanking,en,A Dangerous Method,27.133277,Why deny what you desire the most.,A Dangerous Method,6.2,571,Keira Knightley Viggo Mortensen Michael Fassbender Sarah Gadon Vincent Cassel,David Cronenberg
2235,Animation Science Fiction Thriller,3509,california detective based on novel dream undercover,en,A Scanner Darkly,26.093043,Everything Is Not Going To Be OK,A Scanner Darkly,6.8,532,Keanu Reeves Winona Ryder Woody Harrelson Robert Downey Jr. Mitch Baker,Richard Linklater
2236,Drama,82684,wave surfing sport mentor prot\u00e9g\u00e9 relationship santa cruz california,en,Chasing Mavericks,13.621201,Legends Start Somewhere,Chasing Mavericks,7,216,Gerard Butler Jonny Weston Elisabeth Shue Abigail Spencer Leven Rambin,Curtis Hanson
2237,Action Fantasy Horror Thriller,12142,detective monster professor island museum,en,Alone in the Dark,9.292987,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,Alone in the Dark,3.1,173,Christian Slater Tara Reid Stephen Dorff Frank C. Turner Matthew Walker,Uwe Boll
2238,Comedy Drama Family Music,23367,new jersey musical battle of the bands teenager rock band,en,Bandslam,7.716606,Band Together,Bandslam,5.4,126,Vanessa Hudgens Aly Michalka Gaelan Connell Lisa Kudrow Scott Porter,Todd Graff
2239,Drama Mystery Thriller,10740,loss of husband reincarnation friends little boy independent film,en,Birth,7.698075,Be careful what you wish for.,Birth,5.9,179,Nicole Kidman Cameron Bright Danny Huston Lauren Bacall Alison Elliott,Jonathan Glazer
2240,Crime Drama Thriller,241239,corruption capitalism winter american dream immigrant,en,A Most Violent Year,37.629309,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546,Oscar Isaac Jessica Chastain Albert Brooks Elyes Gabel David Oyelowo,J.C. Chandor
2242,Drama,14914,biography,en,Flash of Genius,3.350297,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",Flash of Genius,6.3,59,Aaron Abrams Alan Alda Lauren Graham Greg Kinnear Tatiana Maslany,Marc Abraham
2243,Drama Music,3902,rock and roll music style success john f. kennedy advancement,en,I'm Not There.,13.032308,All I Can Do Is Be Me Whoever That Is,I'm Not There.,6.6,195,Cate Blanchett Heath Ledger Julianne Moore Ben Whishaw Charlotte Gainsbourg,Todd Haynes
2244,Action Thriller,77948,kidnapping spying government,en,The Cold Light of Day,15.131867,Be careful who you trust.,The Cold Light of Day,4.8,271,Henry Cavill Ver\u00f3nica Echegui Sigourney Weaver Bruce Willis Caroline Goodall,Mabrouk El Mechri
2245,Adventure Comedy Drama Romance,21755,con man estafa,en,The Brothers Bloom,10.218307,They'd never let the truth come between them.,The Brothers Bloom,6.8,203,Rachel Weisz Adrien Brody Mark Ruffalo Rinko Kikuchi Robbie Coltrane,Rian Johnson
2247,Adventure Fantasy Animation,128,fight wolf village and town iron pan,ja,もののけ姫,60.732738,The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,8.2,1983,Y\u014dji Matsuda Yuriko Ishida Y\u016bko Tanaka Kaoru Kobayashi Masahiko Nishimura,Hayao Miyazaki
2249,Comedy Music,40932,camp disco woman director village people,en,Can't Stop the Music,6.574285,The Musical Comedy Smash of the 80's!,Can't Stop the Music,4.9,9,Alex Briley David Hodo Glenn Hughes Randy Jones Felipe Rose,Nancy Walker
2250,Action Adventure Crime Drama Thriller,16608,gallows australia psychopath outlaw misanthrope,en,The Proposition,14.617944,This land will be civilized.,The Proposition,7.1,218,Guy Pearce Ray Winstone Emily Watson Danny Huston David Wenham,John Hillcoat
2251,Drama,334531,american football biography sport championship,en,My All American,3.102987,Hope never quits,My All American,6.8,36,Aaron Eckhart Finn Wittrock Robin Tunney Sarah Bolger Michael Reilly Burke,Angelo Pizzo
2253,Action Science Fiction Thriller,7299,resistance fascism totalitarian regime destroy phasing,en,Equilibrium,44.566609,"In a future where freedom is outlawed, outlaws will become heroes.",Equilibrium,6.9,1552,Christian Bale Taye Diggs Emily Watson Angus Macfadyen Sean Bean,Kurt Wimmer
2254,Drama War,13405,based on true story duringcreditsstinger,zh,黃石的孩子,8.978408,"War made them orphans, one man made them legends",The Children of Huang Shi,6.5,52,Jonathan Rhys Meyers Radha Mitchell Chow Yun-fat Michelle Yeoh,Roger Spottiswoode
2255,Drama Action Thriller Crime,19457,corruption subway infiltration criminal,en,The Yards,10.150993,He's the target of the most merciless family in New York. His own.,The Yards,6,97,Mark Wahlberg Joaquin Phoenix Charlize Theron James Caan Ellen Burstyn,James Gray
2258,Animation Fantasy Science Fiction,8953,england inventor ball boy industrial revolution,ja,Steamboy,9.129808,He will save the future.,Steamboy,6.4,102,Anne Suzuki Masane Tsukayama Katsuo Nakamura Manami Konishi Kiyoshi Kodama,Katsuhiro \u014ctomo
2260,Drama Mystery Thriller Crime Romance,46503,difficult childhood patriarch childhood trauma dysfunctional marriage,en,All Good Things,20.086645,The perfect love story. Until it became the perfect crime.,All Good Things,5.9,286,Kirsten Dunst Ryan Gosling Kristen Wiig Frank Langella Lily Rabe,Andrew Jarecki
2262,Comedy Drama Family Fantasy Science Fiction,13688,little boy ufo extraterrestrial,cn,長江七號,12.373248,It's out of this world.,CJ7,6.1,107,Stephen Chow Xu Jiao Kitty Zhang Yuqi Lam Tze-Chung Lee Sheung-Ching,Stephen Chow
2263,Comedy Fantasy,10353,mephisto french revolution time travel leap in time knight,fr,Les Visiteurs 2 : Les Couloirs du temps,12.283025,They come back!,The Visitors II: The Corridors of Time,5.8,221,Christian Clavier Jean Reno Marie-Anne Chazel Christian Bujeau Muriel Robin,Jean-Marie Poir\u00e9
2264,Action Comedy Horror Mystery Science Fiction,43935,detective vampire supernatural zombie werewolf,en,Dylan Dog: Dead of Night,10.617236,No pulse? No problem,Dylan Dog: Dead of Night,4.5,139,Brandon Routh Peter Stormare Sam Huntington Taye Diggs Anita Briem,Kevin Munroe
